,date,coolingdegreedays,coolingdegreedaysnormal,fog,gdegreedays,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,maxdewpti,maxdewptm,maxhumidity,maxpressurei,maxpressurem,maxtempi,maxtempm,maxvisi,maxvism,maxwspdi,maxwspdm,meandewpti,meandewptm,meanpressurei,meanpressurem,meantempi,meantempm,meanvisi,meanvism,meanwdird,meanwdire,meanwindspdi,meanwindspdm,mindewpti,mindewptm,minhumidity,minpressurei,minpressurem,mintempi,mintempm,minvisi,minvism,minwspdi,minwspdm,monthtodatecoolingdegreedays,monthtodatecoolingdegreedaysnormal,monthtodateheatingdegreedays,monthtodateheatingdegreedaysnormal,monthtodatesnowfalli,monthtodatesnowfallm,precipi,precipm,precipsource,rain,since1jancoolingdegreedays,since1jancoolingdegreedaysnormal,since1julheatingdegreedays,since1julheatingdegreedaysnormal,since1julsnowfalli,since1julsnowfallm,since1sepcoolingdegreedays,since1sepcoolingdegreedaysnormal,since1sepheatingdegreedays,since1sepheatingdegreedaysnormal,snow,snowdepthi,snowdepthm,snowfalli,snowfallm,thunder,tornado
0,"{'pretty': '12:00 AM +07 on June 13, 2016', 'year': '2016', 'mon': '06', 'mday': '13', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,81,81,27,100,29.86,1011,95,35,6.2,10.0,14,22,78,26,29.78,1008.29,86,30,5.9,9.6,250,WSW,4,6,73,23,52,29.68,1005,78,26,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on June 14, 2016', 'year': '2016', 'mon': '06', 'mday': '14', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,38,0,0,,82,82,28,100,29.80,1009,95,35,6.2,10.0,14,22,79,26,29.75,1007.46,88,31,5.4,8.7,249,WSW,5,8,73,23,52,29.68,1005,80,27,0.6,1.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on June 15, 2016', 'year': '2016', 'mon': '06', 'mday': '15', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,85,81,27,94,29.80,1009,89,32,6.2,10.0,15,24,78,25,29.75,1007.28,84,30,6.2,10.0,229,SW,4,7,73,23,62,29.71,1006,80,27,5.0,8.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on June 16, 2016', 'year': '2016', 'mon': '06', 'mday': '16', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,85,79,26,100,29.80,1009,91,33,6.2,10.0,12,18,77,25,29.74,1007.15,84,30,5.8,9.4,224,SW,4,6,73,23,59,29.68,1005,78,26,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on June 17, 2016', 'year': '2016', 'mon': '06', 'mday': '17', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,78,79,26,100,29.83,1010,91,33,6.2,10.0,10,17,76,24,29.76,1007.83,83,28,5.9,9.6,302,WNW,2,4,70,21,49,29.71,1006,75,24,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on June 18, 2016', 'year': '2016', 'mon': '06', 'mday': '18', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,79,79,26,100,29.83,1010,95,35,6.2,10.0,16,26,76,24,29.78,1008.42,85,30,5.6,9.0,306,NW,4,7,72,22,49,29.68,1005,75,24,0.7,1.2,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on June 19, 2016', 'year': '2016', 'mon': '06', 'mday': '19', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,83,79,26,94,29.83,1010,89,32,6.2,10.0,12,18,76,24,29.77,1007.85,83,28,5.6,9.0,194,SSW,3,5,73,23,62,29.71,1006,77,25,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on June 20, 2016', 'year': '2016', 'mon': '06', 'mday': '20', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,90,77,25,100,29.80,1009,89,32,6.2,10.0,16,26,76,25,29.74,1006.85,82,28,5.3,8.5,341,NNW,3,4,73,23,59,29.68,1005,75,24,0.6,1.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on June 21, 2016', 'year': '2016', 'mon': '06', 'mday': '21', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,82,79,26,100,29.80,1009,89,32,6.2,10.0,9,15,76,25,29.73,1006.73,83,28,5.3,8.6,267,West,3,5,73,23,59,29.65,1004,77,25,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 22, 2016', 'year': '2016', 'mon': '06', 'mday': '22', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,85,79,26,100,29.83,1010,91,33,6.2,10.0,17,28,76,25,29.76,1007.53,83,28,5.6,9.0,233,SW,5,8,68,20,46,29.68,1005,75,24,1.6,2.5,2,4,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 23, 2016', 'year': '2016', 'mon': '06', 'mday': '23', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,32,0,0,,86,79,26,100,29.80,1009,86,30,6.2,10.0,15,24,76,24,29.77,1007.87,82,28,5.8,9.4,233,SW,4,7,73,23,66,29.71,1006,77,25,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 24, 2016', 'year': '2016', 'mon': '06', 'mday': '24', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,30,0,0,,91,79,26,100,29.80,1009,86,30,6.2,10.0,12,18,76,25,29.77,1008.13,80,27,4.9,7.9,50,NE,2,4,73,23,74,29.71,1006,75,24,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 25, 2016', 'year': '2016', 'mon': '06', 'mday': '25', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,78,79,26,100,29.83,1010,91,33,6.2,10.0,12,18,75,24,29.79,1008.63,84,29,5.7,9.2,259,West,4,7,70,21,55,29.74,1007,77,25,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 26, 2016', 'year': '2016', 'mon': '06', 'mday': '26', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,91,79,26,100,29.83,1010,87,31,6.2,10.0,18,30,77,25,29.77,1007.96,82,28,5.2,8.4,252,WSW,6,9,73,23,74,29.74,1007,77,25,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 27, 2016', 'year': '2016', 'mon': '06', 'mday': '27', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,31,0,0,,91,81,27,100,29.77,1008,87,31,6.2,10.0,25,41,76,25,29.74,1006.98,81,28,4.8,7.7,259,West,5,8,73,23,70,29.68,1005,75,24,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 28, 2016', 'year': '2016', 'mon': '06', 'mday': '28', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,32,0,0,,85,77,25,100,29.80,1009,86,30,6.2,10.0,13,20,75,24,29.75,1007.29,82,28,5.9,9.5,242,WSW,7,12,72,22,66,29.71,1006,77,25,4.3,7.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on June 29, 2016', 'year': '2016', 'mon': '06', 'mday': '29', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,77,77,25,89,29.86,1011,87,31,6.2,10.0,24,39,74,23,29.81,1009.21,82,28,6.2,10.0,236,SW,8,13,72,22,58,29.77,1008,77,25,5.0,8.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on June 30, 2016', 'year': '2016', 'mon': '06', 'mday': '30', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,75,77,25,100,29.86,1011,93,34,6.2,10.0,13,20,74,23,29.81,1009.37,85,30,5.8,9.4,243,WSW,5,8,70,21,49,29.74,1007,77,25,4.3,7.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on July 01, 2016', 'year': '2016', 'mon': '07', 'mday': '01', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,76,77,25,94,29.83,1010,91,33,6.2,10.0,12,18,75,24,29.79,1008.57,83,28,6.2,10.0,267,West,4,7,72,22,59,29.71,1006,75,24,5.6,9.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on July 02, 2016', 'year': '2016', 'mon': '07', 'mday': '02', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,79,79,26,94,29.89,1012,93,34,6.2,10.0,14,22,75,24,29.82,1009.56,85,30,5.9,9.4,262,West,3,5,73,23,52,29.74,1007,77,25,4.3,7.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 03, 2016', 'year': '2016', 'mon': '07', 'mday': '03', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,75,79,26,100,29.89,1012,93,34,6.2,10.0,9,15,76,24,29.82,1009.67,85,30,5.3,8.5,287,WNW,3,5,72,22,49,29.77,1008,77,25,0.0,0.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on July 04, 2016', 'year': '2016', 'mon': '07', 'mday': '04', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,75,81,27,94,29.86,1011,95,35,6.2,10.0,28,44,77,25,29.77,1007.89,85,30,6.0,9.7,257,WSW,7,11,72,22,49,29.68,1005,75,24,3.7,6.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 05, 2016', 'year': '2016', 'mon': '07', 'mday': '05', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,75,77,25,94,29.80,1009,93,34,6.2,10.0,18,30,73,23,29.74,1006.85,84,29,6.0,9.6,293,WNW,5,8,70,21,52,29.65,1004,75,24,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 06, 2016', 'year': '2016', 'mon': '07', 'mday': '06', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,31,0,0,,80,79,26,94,29.80,1009,87,31,6.2,10.0,18,30,75,24,29.74,1006.96,81,28,6.2,10.0,244,WSW,5,9,72,22,58,29.68,1005,75,24,6.2,10.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on July 07, 2016', 'year': '2016', 'mon': '07', 'mday': '07', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,78,77,25,94,29.77,1008,89,32,6.2,10.0,15,24,75,24,29.74,1006.91,83,28,5.9,9.5,249,WSW,6,10,72,22,55,29.68,1005,77,25,3.7,6.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on July 08, 2016', 'year': '2016', 'mon': '07', 'mday': '08', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,76,77,25,94,29.80,1009,91,33,6.2,10.0,20,32,74,23,29.74,1007.06,84,29,6.2,10.0,255,WSW,9,14,72,22,52,29.68,1005,77,25,5.0,8.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on July 09, 2016', 'year': '2016', 'mon': '07', 'mday': '09', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,76,79,26,94,29.77,1008,93,34,6.2,10.0,17,28,76,24,29.73,1006.72,86,30,6.1,9.9,258,WSW,9,14,72,22,49,29.68,1005,78,26,5.0,8.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on July 10, 2016', 'year': '2016', 'mon': '07', 'mday': '10', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,32,0,0,,80,79,26,94,29.77,1008,87,31,6.2,10.0,22,35,75,24,29.73,1006.59,82,28,6.2,10.0,252,WSW,9,14,72,22,58,29.68,1005,78,26,6.2,10.0,6,9,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:30 AM ICT on July 11, 2016', 'year': '2016', 'mon': '07', 'mday': '11', 'hour': '00', 'min': '30', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,79,77,25,94,29.80,1009,91,33,6.2,10.0,18,30,75,24,29.74,1006.96,84,30,6.2,10.0,235,SW,8,13,72,22,58,29.71,1006,78,26,6.2,10.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on July 12, 2016', 'year': '2016', 'mon': '07', 'mday': '12', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,76,77,25,94,29.80,1009,93,34,6.2,10.0,14,22,75,24,29.74,1007.04,85,30,6.2,10.0,243,WSW,7,11,72,22,49,29.68,1005,77,25,5.6,9.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on July 13, 2016', 'year': '2016', 'mon': '07', 'mday': '13', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,74,79,26,94,29.77,1008,93,34,6.2,10.0,12,18,76,24,29.73,1006.58,86,30,6.1,9.9,234,SW,7,10,72,22,49,29.65,1004,78,26,5.0,8.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 14, 2016', 'year': '2016', 'mon': '07', 'mday': '14', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,75,79,26,100,29.80,1009,96,36,6.2,10.0,22,35,75,24,29.74,1007.10,86,30,5.8,9.3,226,SW,6,10,70,21,44,29.65,1004,77,25,0.4,0.7,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on July 15, 2016', 'year': '2016', 'mon': '07', 'mday': '15', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,81,79,26,94,29.83,1010,91,33,6.2,10.0,17,28,76,25,29.77,1008.00,84,30,6.1,9.8,220,SW,4,6,73,23,55,29.68,1005,78,26,5.0,8.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 16, 2016', 'year': '2016', 'mon': '07', 'mday': '16', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,78,79,26,94,29.86,1011,91,33,6.2,10.0,14,22,75,24,29.80,1009.02,84,30,5.9,9.5,248,WSW,3,5,72,22,55,29.71,1006,78,26,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 17, 2016', 'year': '2016', 'mon': '07', 'mday': '17', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,78,79,26,94,29.86,1011,93,34,6.2,10.0,15,24,76,25,29.80,1008.90,86,30,5.9,9.5,245,WSW,3,4,73,23,52,29.71,1006,78,26,0.9,1.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 18, 2016', 'year': '2016', 'mon': '07', 'mday': '18', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,79,79,26,100,29.80,1009,93,34,6.2,10.0,18,30,76,24,29.76,1007.52,84,29,6.0,9.6,200,SSW,4,7,73,23,52,29.65,1004,75,24,0.6,1.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 19, 2016', 'year': '2016', 'mon': '07', 'mday': '19', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,81,77,25,100,29.80,1009,93,34,6.2,10.0,22,35,75,24,29.75,1007.25,84,29,5.8,9.4,202,SSW,4,7,72,22,52,29.65,1004,75,24,0.9,1.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 20, 2016', 'year': '2016', 'mon': '07', 'mday': '20', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,79,79,26,94,29.83,1010,89,32,6.2,10.0,9,15,76,24,29.77,1008.13,84,29,5.4,8.7,148,SSE,3,5,72,22,58,29.71,1006,78,26,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on July 21, 2016', 'year': '2016', 'mon': '07', 'mday': '21', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,81,79,26,100,29.86,1011,93,34,6.2,10.0,13,20,76,24,29.80,1009.13,85,30,5.3,8.6,71,ENE,3,5,70,21,49,29.74,1007,77,25,0.6,1.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 22, 2016', 'year': '2016', 'mon': '07', 'mday': '22', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,80,79,26,100,29.86,1011,89,32,6.2,10.0,14,22,76,24,29.81,1009.17,82,28,5.6,9.1,162,SSE,4,7,73,23,59,29.74,1007,75,24,3.7,6.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on July 23, 2016', 'year': '2016', 'mon': '07', 'mday': '23', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,86,79,26,100,29.86,1011,89,32,6.2,10.0,8,13,77,25,29.80,1009.06,84,29,4.7,7.5,333,NNW,2,4,73,23,62,29.74,1007,78,26,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 24, 2016', 'year': '2016', 'mon': '07', 'mday': '24', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,81,79,26,100,29.86,1011,93,34,6.2,10.0,17,28,76,24,29.78,1008.31,84,29,5.2,8.4,317,NW,3,5,70,21,52,29.68,1005,75,24,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 25, 2016', 'year': '2016', 'mon': '07', 'mday': '25', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,77,77,25,100,29.83,1010,93,34,6.2,10.0,8,13,74,23,29.78,1008.33,84,29,5.5,8.9,313,NW,4,6,70,21,46,29.71,1006,75,24,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on July 26, 2016', 'year': '2016', 'mon': '07', 'mday': '26', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,31,0,0,,88,79,26,100,29.80,1009,87,31,6.2,10.0,15,24,76,24,29.76,1007.73,81,28,5.7,9.1,257,WSW,5,8,73,23,62,29.71,1006,75,24,0.6,1.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 27, 2016', 'year': '2016', 'mon': '07', 'mday': '27', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,84,77,25,100,29.83,1010,89,32,6.2,10.0,14,22,74,24,29.77,1007.94,82,28,5.8,9.3,222,SW,5,9,73,23,59,29.68,1005,75,24,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on July 28, 2016', 'year': '2016', 'mon': '07', 'mday': '28', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,84,77,25,100,29.83,1010,89,32,6.2,10.0,20,32,75,24,29.76,1007.81,83,28,5.8,9.2,194,SSW,3,6,70,21,59,29.71,1006,77,25,5.0,8.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on July 29, 2016', 'year': '2016', 'mon': '07', 'mday': '29', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,81,77,25,94,29.83,1010,91,33,6.2,10.0,16,26,75,24,29.78,1008.35,84,29,6.0,9.6,248,WSW,5,7,72,22,52,29.71,1006,77,25,4.3,7.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on July 30, 2016', 'year': '2016', 'mon': '07', 'mday': '30', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,77,77,25,100,29.83,1010,93,34,6.2,10.0,17,28,75,24,29.76,1007.64,84,29,5.9,9.5,284,WNW,4,6,72,22,52,29.68,1005,75,24,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on July 31, 2016', 'year': '2016', 'mon': '07', 'mday': '31', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,74,77,25,100,29.80,1009,91,33,6.2,10.0,16,26,74,23,29.72,1006.43,84,29,6.1,9.9,314,NW,6,10,72,22,52,29.65,1004,77,25,3.7,6.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on August 01, 2016', 'year': '2016', 'mon': '08', 'mday': '01', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,85,79,26,94,29.71,1006,87,31,6.2,10.0,10,17,77,25,29.68,1005.02,82,28,5.5,8.9,282,WNW,4,7,75,24,66,29.59,1002,77,25,0.7,1.2,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on August 02, 2016', 'year': '2016', 'mon': '08', 'mday': '02', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,31,0,0,,89,79,26,100,29.71,1006,87,31,6.2,10.0,14,22,78,25,29.64,1003.75,81,28,5.1,8.2,260,West,6,10,73,23,66,29.56,1001,75,24,0.4,0.7,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM ICT on August 03, 2016', 'year': '2016', 'mon': '08', 'mday': '03', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",14,,0,30,0,0,,84,79,26,100,29.74,1007,86,30,6.2,10.0,15,24,75,24,29.68,1005.06,80,26,5.7,9.2,244,WSW,5,8,72,22,66,29.62,1003,73,23,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on August 04, 2016', 'year': '2016', 'mon': '08', 'mday': '04', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,84,77,25,94,29.80,1009,87,31,6.2,10.0,13,20,75,24,29.73,1006.54,82,28,5.9,9.5,240,WSW,7,11,73,23,66,29.68,1005,77,25,4.3,7.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on August 05, 2016', 'year': '2016', 'mon': '08', 'mday': '05', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,88,79,26,94,29.83,1010,87,31,6.2,10.0,13,20,77,25,29.77,1007.94,82,28,5.7,9.1,230,SW,4,7,73,23,62,29.71,1006,77,25,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on August 06, 2016', 'year': '2016', 'mon': '08', 'mday': '06', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,84,77,25,100,29.83,1010,89,32,6.2,10.0,16,26,75,24,29.76,1007.66,82,28,5.7,9.1,268,West,4,7,73,23,62,29.65,1004,75,24,1.6,2.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
